"","hero","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"29","Illidan",-2.17916764545353,-3.55522198169195,2.29248519012931,-0.663952754782091,2.32546697802464,-0.536826037542982,1.51393203868436,-0.340168027163707,-0.0925570153225529,1.42037253526396,-1.01122721645489,1.19115170511209
"30","Imperius",-0.016929491666185,-2.2911557367739,-0.167514863805865,1.18430928565466,0.109582831159321,-0.910030832170622,-0.135257171525526,0.130337460152886,0.0111083478476022,-0.442725380260927,-0.109660645432336,-0.130502789707943
"31","Jaina",-1.65441419545075,0.929803330878385,1.03616897971902,-0.763884193391843,-0.595424481071695,-0.595988899339044,1.30820877214547,0.527703551029816,-0.592543404841582,-1.11104698500518,0.852305423596675,0.538028873588115
"32","Johanna",1.00723741066435,-3.59690383960516,-2.07320828601066,1.13442637221732,-0.663903346735595,-0.0371397240286503,-0.428474507653532,-0.917379928225845,0.271875542978651,-0.994660117147972,0.34865854953696,-0.0712487450601824
"33","Junkrat",-1.84786061842651,4.93081337880262,-2.01142095812074,0.395480920890405,-1.45953167765798,0.0809223551029341,-1.67625588993323,0.912653730126094,-0.216937675665283,0.133808498946541,1.15632792669913,1.39170038259226
"34","Kael'thas",-1.84354665887166,2.67684759893814,-0.146014514377593,-0.381903160521615,-0.528639275685757,-0.806578154538548,-1.04252078522716,-0.103775087673181,0.652714850599572,-0.837240852362674,-0.246369757539875,-0.244270101349162
"35","Kel'Thuzad",-2.05465257323066,1.76267305016256,0.604450478430892,0.452201856640638,-1.95017941621164,-1.19092596787245,0.299264505479748,1.02322161559997,-0.047031382317849,0.283399350957708,0.356360056173934,-0.0075880901995133
"36","Kerrigan",-1.69144613084087,-2.92704880288746,1.23672342886385,0.230993762721357,-0.321195129537925,-1.73690590714484,0.448591260245889,-1.9876553216506,-0.662426277800762,0.850163128630572,-0.378944734873511,0.66222807397316
"37","Kharazim",2.10127710394922,-1.86894128399377,1.12442854369124,-0.53735370866996,0.974474307182835,1.53185649726966,0.897972649090297,1.23914988691852,1.56395562109464,0.646004634219884,-0.21773831153297,-0.539530044706496
"38","Leoric",-2.00672183034509,-3.28352756241299,-1.16083460291434,1.37136499721536,-1.27213105351897,0.0889126615312067,0.383518687827622,0.561605407875789,-1.05316217989106,0.803950409639289,-0.406571000131563,-0.545120973232457
"39","Li Li",4.46401316721488,0.259516963441768,0.5964707019233,-0.457989591225205,0.223315435014557,0.218817869955221,-0.0773643972265144,0.785518147314397,0.930040993262632,-0.317614263976516,0.0288358619482,-0.549744707951871
"40","Li-Ming",-0.94989000870534,3.45126115191173,0.81261166337721,0.56342192654694,0.623056955751207,-0.262870873837629,-1.01033753965321,-0.561676129194444,0.813813440594072,-0.250834651583,0.708567502662755,0.232026474592162
"41","Lt. Morales",5.67902265224302,0.941555055350531,0.72337273163114,-0.879711263851136,-1.21671088288565,0.883712380939833,-0.518005861515195,-2.58080574745323,0.512575849181353,1.76633859261884,0.306527581778526,1.53075113725832
"42","Lúcio",3.69323473320205,-0.355723697418658,0.227326834404113,-0.773798805636086,-0.853611542266623,2.339410149257,-0.408813429299958,-2.00566798496499,0.337024115038852,0.514137849765591,1.76261246117264,2.18894848606792
"43","Lunara",-0.621638124616424,2.11314550107238,1.12129504630541,-0.449211830873058,0.043261340460491,0.389485949132966,-0.0939055208232436,0.61768818592373,0.775776714848904,-0.118053625536665,0.0868927600497193,-0.545275361268164
"44","Maiev",-1.30643676051164,-1.32762012787568,1.05436374386492,0.228133862124416,-0.444790878285884,0.904300948282556,-0.242369934065229,-0.643306772124935,0.146246574706292,-0.31953229789205,0.985579834288566,0.882352165385512
"45","Malfurion",4.41677593052169,1.22196635279736,1.37255596246409,-0.438774437434696,-1.46038440918426,-1.00894818824255,0.27525077734081,1.95130271849673,-0.905095092294211,1.59051103884948,0.221961267904311,0.060201866300513
"46","MalGanis",1.04068447266062,-4.55952021822359,-2.40400543673232,2.02287517704807,-0.735630482805008,-2.14597396047055,-0.390232348998613,0.327535005432899,1.46446645023063,-2.19205590307213,-2.00389211145227,-0.358674719651504
"47","Malthael",-3.07287052700444,-2.74859926118591,0.527569528999646,0.410249651367383,1.29737796840601,-0.541163363877868,0.114348744996359,1.20669620465552,-1.03235889302879,-0.435469576556318,-0.125413626409694,1.130507234747
"48","Medivh",1.46251372721477,1.72505858869049,0.532444185637766,1.91643948220492,-0.0888199581447929,0.371489181037086,-1.20073253934622,0.950974373337576,-0.186541060723377,-0.633005620208911,0.578452700036572,-0.523072220871663
"49","Mephisto",-1.45263530706247,1.64067697391451,0.283661956293089,1.39689557542929,-1.58685389388659,-0.723554582057218,-0.222828136670007,0.167429172865335,-0.108581031991169,-0.617898027428112,1.4402306661727,-0.945422693865981
"50","Muradin",1.64972763002049,-3.38792115959519,-1.05372653801902,1.26900747804641,0.532334490572356,-0.887850230715507,-0.148653735569827,-0.291881529510268,0.826648107954825,-0.67464734700081,-0.152060371293444,-0.281295529627533
"51","Murky",-1.71690714995892,-0.744669710403316,-3.24486642140531,-0.33384621334222,2.83444046763403,3.00955190756446,0.331472610861671,2.0690022446312,1.11590589356972,1.08312884781206,-0.713926175107746,0.827681686349466
"52","Nazeebo",-2.72474496563995,3.05896025089163,-0.894579655326315,0.0597822705011226,-0.763265688038351,0.0977396277664234,-0.385222541308052,0.177520242745877,0.379313792077056,-0.00941118565011764,-0.655713046970225,-0.141068715037773
"53","Nova",0.781075401127711,1.17185771700717,2.05192255250565,0.987038552784968,1.59596832833009,-0.370249813499173,-1.17059852070061,0.738888507249198,0.478245493877239,-1.25884503382943,1.04626639805867,0.724798575521039
"54","Orphea",-2.54020929431622,0.706495829425675,0.983422454382808,0.988125301782,-0.790208708518824,-0.772760834192188,-0.474471419473961,0.0928960118832121,-0.269231110452645,-1.05029655548446,0.805549948865519,-0.435982348705969
"55","Probius",-2.42396178630131,4.64866862707806,-2.78016087743106,-1.84952601580894,-1.07872347276024,1.88516075869851,3.15125847929806,-0.185044745866996,-1.15402698401054,-2.17944148143927,-0.107833234166395,0.288683346083673
"56","Ragnaros",-4.68898813129763,1.86114505191875,-3.11984940754534,0.166212885907268,-0.922191498635565,-0.164581012357832,-0.576553917717061,1.17547208877684,-1.30545182674142,-0.794990090903735,-1.32669232551168,0.664408654926382
"57","Raynor",-1.41197431779737,0.716202145924063,1.68176039350135,-0.884045173050432,-0.195055294119591,-0.239280165989323,0.0551639397799326,-1.283867863691,0.586028731869908,0.133373568254642,0.405344283053513,-0.162549559434427
"58","Rehgar",3.01740602689105,-0.187947278058007,-0.379929128273791,-3.5739023990345,0.752498079036819,1.74011591466139,4.25424224145791,-0.327243416331156,-1.13690839629373,-3.55810272644093,1.13446285627701,0.309406086419014
"59","Rexxar",-2.14347987789755,-3.13525045912477,-4.23805481358484,-6.58453361518156,2.37261240037078,-1.30777788902071,-3.57699652633176,-0.292038395686542,-0.0920908813794609,1.13589430137009,1.43871627090469,-1.66925982760263
"60","Samuro",-2.02246163922056,-1.09248776084015,0.550740411208902,-3.84848608963915,2.27918646187954,1.00801014055218,-1.15178913220299,1.56954294968874,1.19223170903185,-0.339246392828695,1.01186719035568,-0.139404864268918
"61","Sgt. Hammer",-2.86387578052858,3.95552847042642,0.0246850444028734,-0.115084179606111,-1.80030629161721,-0.240051676033349,0.32645139329117,-1.98245453831357,0.800578580197301,0.683415422478541,-1.11514689208191,-0.340467125534356
"62","Sonya",-2.4960737651133,-2.81421865195315,0.08581206978723,-1.00977432215465,0.966656961283921,-0.766987806662861,0.839487798055248,-0.220633031475108,-0.110503347532875,0.44746995084463,-1.03614485338667,0.479711835367886
"63","Stitches",1.09503408000596,-2.51424467819398,-2.0863302132975,0.134599181809341,-1.56429119615875,0.476812070025948,0.7089239348316,-1.7772456480704,-1.07120114665314,-1.34354901125808,1.09059806122645,1.12795104026429
"64","Stukov",4.4552135103835,0.732008526054989,1.6000348864172,-1.49110731289336,-0.726907876002861,2.1351486446391,-1.63879253306313,0.428665439199996,-3.03108019717926,-0.144735225577654,-2.08403882425092,-0.627279597563925
"65","Sylvanas",-2.03226120672096,0.905754213011685,2.17296696033533,-1.17240935312215,-0.528837295711354,0.212710554518834,-0.13361538688997,-0.90181004337356,-0.539424319288078,-0.111778996846083,-0.792030467533637,-1.2393975843668
"66","Tassadar",1.55344026948086,3.29150730883978,-1.97567186050521,0.805679770966859,2.10636842390077,0.319558081623822,1.19841961678222,-0.742868886726721,-0.533151001052,0.729833278619008,0.774366867359394,-2.49573508333788
"67","The Butcher",-0.967364065768826,-1.80046311235751,2.01140741031488,-0.293440161572718,0.911090589115685,-0.763730964734037,0.450977063095124,-0.565418436968409,-0.578164789828847,0.560214206577771,-1.18560210243954,0.23832724946344
"68","Thrall",-1.19395405479413,-0.904345478180819,-0.181088828875016,-0.250163077166126,-0.104357325504491,-1.97968857509898,0.165152468638887,1.09500849686509,-0.963917528828776,1.17725183303134,1.20228162044874,0.53931532406753
"69","Tracer",-1.37334099318105,0.315704743404957,2.26878587116786,0.517589207654421,1.01735299892245,0.59408696028503,-0.114879171443047,0.370674420833003,1.1428680150474,0.173799468751686,0.891095581054157,-0.251082833307721
"70","Tychus",-1.83327510791667,0.426643359998644,1.10116391895059,0.408064803207111,-0.636403098947342,0.388041166477483,-0.896957167872697,-0.492850652663115,0.294669566171965,-0.488758855378999,1.0690062427413,0.12814345558018
"71","Tyrael",1.2814076636382,-1.9893446390471,-0.954109738982983,0.924251557025453,1.47841966777234,-0.147102087387429,1.25129896030152,-0.223510311695857,-0.780284352366051,-0.00778523028016068,0.8891050584619,-1.78929229127926
"72","Tyrande",4.35237653327089,1.22806360900031,0.569902509712987,-0.567498890419897,-0.456060241231525,-0.551063084133537,-0.100614898734627,0.0789361994851494,1.05121351964328,-0.241878952443586,-0.651124509200351,-0.381564189700003
"73","Uther",3.62177021635457,-1.36714977412539,0.00965662297713032,-0.258545570171511,-0.477374445509837,-0.768093644876754,0.181152128356075,0.318295086913267,0.844235405887333,-0.467304218504126,-1.03208624678087,-0.279227339538888
"74","Valeera",0.509921935263381,-1.08754865337767,2.51330992828983,1.784235039435,1.83509234626827,1.38637318159015,-1.81206140222141,1.93319954343295,-1.87662139496757,-1.11275671598274,-0.622593405170493,0.133776639588554
"75","Valla",-2.62627704946714,1.0216150377387,2.45935904123889,-0.27921471717081,-0.337188477063981,-0.520603877188252,0.747891722926886,-0.820677058918616,0.837039217010619,0.250472271983448,-0.191554932246088,-0.499274503154775
"76","Varian",-0.861549954650097,-2.84032281849782,1.07693793618486,-0.421427759017814,0.895390935362918,-0.241312005011443,0.512633682862525,-0.00270923462980592,-0.364994097798597,0.351323496016264,-0.447592309024748,0.140399101647126
"77","Whitemane",4.96503347280586,1.46980014121118,0.479023843045056,-0.521876478112394,-0.739345531325062,0.516138828649866,1.03943004032525,0.605279744062581,0.456142725296749,0.0221335019495369,0.0407289789039156,0.0814120259386543
"78","Xul",-3.1507776280832,0.317110827639244,-1.20178580062907,-0.668914205807042,-2.10516674190484,-1.37277065764749,1.64328958419954,1.29478967332807,-1.47068796557145,1.77491757822487,-0.229709464486689,0.580557333432595
"79","Yrel",-0.340456500200154,-2.44522264675484,-2.38785764440262,0.728744373286361,0.0460776965694315,0.580287116274788,-0.726797416932757,-0.201837559928568,0.0336006075092676,0.45378057462924,0.0873958369147435,0.640564158808871
"80","Zagara",-2.61764716842251,3.15986225351517,-0.879941972246206,-1.25079991906811,0.173903505522165,-0.0708437409978206,0.451636118285155,-0.410374198949648,0.677199025674081,0.636512826273002,-1.92944268490893,0.631141223286532
"81","Zarya",-0.13111686158333,-0.588423536689676,-0.742319852945097,0.603620109740047,1.12954047263142,-0.388184416116358,1.90559831783922,-1.91390892180086,-1.23127306877706,0.982101090628268,1.26645978177962,-3.18295837260016
"82","Zeratul",-1.49548054604065,-1.09462286031457,1.13228902872919,0.860552880135846,1.40045235885377,-0.264383774773889,-0.504170820748987,1.14492340232082,-0.23437153481039,-1.14879503422222,0.466806260001424,0.527456680661073
"83","Zul'jin",-3.23336730050273,-0.424619366537979,1.34017797148983,1.66090112382555,-1.42005487338474,1.29130118875691,1.35686316246468,-0.178537166911185,1.81956827907905,1.05078843498579,-0.0184313639976798,-1.4760583405033
